Layer,MAE,MSE,CosineSim,Min,Max,StdOriginal,StdOther,KLD
layer_0_down_proj,0.35204052925109863,0.28906527161598206,-0.009617169387638569,-24.604917526245117,6.359862327575684,0.3809003233909607,0.3758624792098999,4.073930263519287
layer_0_gateup_proj,0.08014331758022308,0.019274579361081123,0.05686222389340401,-4.272974491119385,3.2503390312194824,0.1102474257349968,0.08832697570323944,14.174581527709961
layer_0_o_proj,0.0339769572019577,0.002062563318759203,0.0012495701666921377,-0.6314336657524109,0.5045552253723145,0.032144781202077866,0.032126445323228836,1.3187764883041382
layer_0_qkv_proj,0.12589150667190552,0.06550803780555725,0.940048336982727,-5.146433353424072,5.5382866859436035,0.6467791199684143,0.7378193140029907,0.6632716059684753
layer_1_down_proj,0.34249943494796753,0.2737496495246887,-0.007493167649954557,-23.20684814453125,7.5434980392456055,0.3656580150127411,0.37156426906585693,4.156586647033691
layer_1_gateup_proj,0.04952113702893257,0.008877038024365902,0.0305890291929245,-1.8154962062835693,4.58939266204834,0.07569708675146103,0.057421233505010605,7.776397228240967
layer_1_o_proj,0.013904958963394165,0.00038177051465027034,-0.004968938883394003,-0.2524321377277374,0.5358797311782837,0.013516516424715519,0.014045001938939095,2.582892894744873
layer_1_qkv_proj,0.10479974746704102,0.0462866947054863,0.9240596294403076,-1.6542247533798218,1.5583096742630005,0.26810353994369507,0.43690407276153564,1.4989591836929321
layer_2_down_proj,0.016490673646330833,0.0004913244629278779,-0.0024037109687924385,-0.35568052530288696,0.20185783505439758,0.01585840806365013,0.01545054279267788,1.8062268495559692
layer_2_gateup_proj,0.04537760838866234,0.004501293413341045,0.1400175541639328,-1.6944332122802734,1.9512226581573486,0.0549885518848896,0.04261448606848717,12.444725036621094
layer_2_o_proj,0.01418088935315609,0.0003422969311941415,0.007066370919346809,-0.14246472716331482,0.2368258833885193,0.011967796832323074,0.014192689210176468,1.5527408123016357
layer_2_qkv_proj,0.14275884628295898,0.10133881866931915,0.9266558885574341,-1.9092738628387451,1.7884514331817627,0.27886518836021423,0.5590044260025024,1.4701098203659058
layer_3_down_proj,17.210952758789062,765.9317626953125,0.006906084716320038,-1210.7237548828125,45.38991165161133,19.709522247314453,19.56473731994629,4.580141544342041
layer_3_gateup_proj,0.13332459330558777,0.18841670453548431,0.05760171264410019,-8.092509269714355,27.866825103759766,0.3531115651130676,0.2626893222332001,7.8013739585876465
layer_3_o_proj,0.5728574395179749,0.77447509765625,-0.0109535101801157,-12.47047233581543,39.95530700683594,0.6182902455329895,0.6196309328079224,3.677523374557495
layer_3_qkv_proj,0.17961224913597107,0.118754543364048,0.8801404237747192,-2.300459623336792,2.3189234733581543,0.3598749041557312,0.6159862875938416,0.5922180414199829
layer_4_down_proj,0.01703334040939808,0.0004973363829776645,-0.005668973550200462,-0.3322952091693878,0.15812218189239502,0.015634624287486076,0.015817267820239067,1.9405691623687744
layer_4_gateup_proj,0.06159224733710289,0.006824037525802851,0.0023011276498436928,-0.6457309126853943,1.0438735485076904,0.06617524474859238,0.049533046782016754,1.7107093334197998
layer_4_o_proj,0.02155810035765171,0.0007664161385037005,-0.002252009930089116,-0.1660187840461731,0.18003684282302856,0.016292409971356392,0.022348720580339432,0.7485389709472656
layer_4_qkv_proj,0.06851793825626373,0.06777603179216385,0.6993149518966675,-2.4605202674865723,2.5157179832458496,0.17001037299633026,0.34912994503974915,3.526653528213501
layer_5_down_proj,0.05052211880683899,0.0043573020957410336,0.0020233665127307177,-0.9174825549125671,0.34170979261398315,0.046602148562669754,0.0468459315598011,1.9133003950119019
layer_5_gateup_proj,0.09722384810447693,0.01703166775405407,0.05634691193699837,-1.090291976928711,1.6743099689483643,0.10513976961374283,0.08048512041568756,4.904106616973877
layer_5_o_proj,0.026227712631225586,0.00117545819375664,-0.01874333992600441,-0.29579806327819824,0.23696494102478027,0.020465495064854622,0.02712976559996605,0.8957651257514954
layer_5_qkv_proj,0.07464044541120529,0.0814545527100563,0.6986704468727112,-2.831906318664551,2.889833450317383,0.1867625117301941,0.38267308473587036,3.97648286819458
layer_6_down_proj,0.0790553018450737,0.010694416239857674,0.005069713573902845,-1.0491981506347656,0.8973271250724792,0.07318699359893799,0.07344098389148712,0.9673260450363159
layer_6_gateup_proj,0.1184156984090805,0.025079024955630302,0.03447861224412918,-0.9135328531265259,1.5516315698623657,0.12712828814983368,0.09671275317668915,1.970856785774231
layer_6_o_proj,0.03009481355547905,0.0014639211585745215,-0.00108234491199255,-0.2110990434885025,0.17281047999858856,0.022894779220223427,0.030630113556981087,0.6764466762542725
layer_6_qkv_proj,0.08060487359762192,0.09089724719524384,0.6710895299911499,-2.9467389583587646,3.2236976623535156,0.199957475066185,0.3967263996601105,5.224737644195557
layer_7_down_proj,1.009606122970581,2.703974485397339,-0.00037778797559440136,-60.69811248779297,14.44587516784668,1.1643062829971313,1.160700798034668,3.725999355316162
layer_7_gateup_proj,0.10220089554786682,0.026942679658532143,0.02561957575380802,-3.6338157653808594,3.981503486633301,0.13293510675430298,0.09807078540325165,13.890135765075684
layer_7_o_proj,0.03847146034240723,0.002370871603488922,-0.0016943418886512518,-0.27328789234161377,0.21035301685333252,0.030883289873600006,0.03759505972266197,0.554568886756897
layer_7_qkv_proj,0.08406808972358704,0.1070021316409111,0.6927420496940613,-2.856694221496582,3.040257215499878,0.20956993103027344,0.43527305126190186,2.6880862712860107
layer_8_down_proj,0.054869454354047775,0.005483358167111874,-0.006315365433692932,-0.580694854259491,1.6919723749160767,0.051918163895606995,0.052483003586530685,3.254931688308716
layer_8_gateup_proj,0.1112208366394043,0.022441847249865532,0.046593692153692245,-2.398770809173584,1.338461995124817,0.12122846394777298,0.09128161519765854,7.435826778411865
layer_8_o_proj,0.04169473797082901,0.002819380722939968,0.01308188121765852,-0.23908942937850952,0.250470370054245,0.03308404982089996,0.04195769503712654,0.3657042682170868
layer_8_qkv_proj,0.08948510140180588,0.10809509456157684,0.6587011814117432,-3.5113329887390137,3.23050594329834,0.2180253118276596,0.4285464584827423,2.911668062210083
layer_9_down_proj,0.04330595210194588,0.0032249067444354296,0.0038216873072087765,-0.4311235547065735,0.6595643758773804,0.03997838869690895,0.04048341140151024,1.2976710796356201
layer_9_gateup_proj,0.11201974004507065,0.02264850214123726,0.03243506699800491,-0.9783360958099365,0.9193038940429688,0.12082210183143616,0.09216411411762238,0.5880785584449768
layer_9_o_proj,0.050108861178159714,0.004124791827052832,0.0032849255949258804,-0.36196571588516235,0.9713783264160156,0.04081456735730171,0.049721263349056244,2.699248790740967
layer_9_qkv_proj,0.08977650105953217,0.11803502589464188,0.6717774271965027,-3.2461495399475098,3.167011260986328,0.21344198286533356,0.4484170377254486,0.19423715770244598
layer_10_down_proj,0.03727395087480545,0.00234809098765254,-0.002721429569646716,-0.29849499464035034,0.5547624230384827,0.03392263501882553,0.034514181315898895,1.929912805557251
layer_10_gateup_proj,0.11287002265453339,0.022667834535241127,0.019346021115779877,-0.7941988110542297,1.079178810119629,0.12083780020475388,0.09111382812261581,0.3469887375831604
layer_10_o_proj,0.049835097044706345,0.003928820136934519,0.0009196349419653416,-0.2370947301387787,0.42502331733703613,0.039458222687244415,0.04874306172132492,1.2503936290740967
layer_10_qkv_proj,0.09890571236610413,0.13934078812599182,0.6641036868095398,-3.4729599952697754,3.2916812896728516,0.2338235229253769,0.48511502146720886,2.9487850666046143
layer_11_down_proj,0.04110145568847656,0.002862448338419199,0.0036589112132787704,-0.35599666833877563,0.5290044546127319,0.0378078892827034,0.037984449416399,0.9283660054206848
layer_11_gateup_proj,0.11460226774215698,0.023388411849737167,0.015251691453158855,-0.8297227621078491,0.9907097816467285,0.12286309897899628,0.0919010266661644,0.26533958315849304
layer_11_o_proj,0.054554395377635956,0.004718343261629343,0.024220464751124382,-0.2727803587913513,0.4284825623035431,0.04535889998078346,0.05269724875688553,0.7715433239936829
layer_11_qkv_proj,0.10304974019527435,0.14074167609214783,0.6690741181373596,-3.330033540725708,3.423064947128296,0.2386358678340912,0.4902662932872772,2.0144152641296387
layer_12_down_proj,0.05101297050714493,0.004557570442557335,0.002304377034306526,-0.5110642910003662,0.9753326177597046,0.047637324780225754,0.047947958111763,2.0563461780548096
